question,answer_date,ministry,question_type,question_no,question_by,question_title,question_description,answer,id
150564.0,25.02.2010,OVERSEAS INDIAN AFFAIRS,UNSTARRED,357.0,SHRI NAND KISHORE YADAV,INDIANS ATTACKED IN FOREIGN COUNTRIES .,"(a) the number of Indians attacked in Australia, Britain and other countries during last three months till February, 2010 and the number of persons who died or injured in such incidents, country-wise; (b) the number of people arrested in this regard and the number of people against whom action has been taken, country-wise; (c) whether despite the assurance from Government of Australia attacks are still going on; and (d) the substantial arrangement made for the security of the migrants and students studying in Australia?","MINISTER OF EXTERNAL AFFAIRS (SHRI S. M. KRISHNA) (a): There have been reports of 33 incidents of attacks on Indian nationals from Australia from December 2009 to February, 2010. On 31.01.2010, an Indian taxi driver was murdered in Auckland, New Zealand. A Sikh student was also reported to have been brutally assaulted and thrown into a swimming pool in West Texas in USA. There were no other such reports from Britain or any other country. (b): All cases have been registered by the police authorities and investigations started. In Australia arrests have been made in six cases. (c): While we continue to receive reports of sporadic attacks on Indians in Australia there does not appear to be any evidence to indicate a persistent rise. There was a spurt in the number of such attacks in January 2010, after a gap of over six months. (d): Steps taken by the Government of India is attached as Annexure â<U+0080><U+0093> I. Annexure â<U+0080><U+0093> I referred to in reply to part (d) of the Rajya Sabha Unstarred Question No. 357 for answer on 25.2.2010 Steps taken by the Government of India The issue of attack on Indian students in Australia has been taken up at the highest level. It has been conveyed to the Australian government that such attacks should not be allowed to happen and that it is the responsibility of the Australian authorities to ensure the well-being and security of our students in Australia. Our High Commissioner and Consuls General in Australia are in constant touch with the Australian authorities both at the federal as well as state level, including the Ministers, senior officers and the police authorities, besides the Australian Foreign Office, the Universities and the students. The Prime Minister of India conveyed the high priority that Government of India attaches to the safefy, security and well-being of Indian community in Australia to the Prime Minister of Australia, Mr. Kevin Rudd during his visit to India on 12 November, 2009. Mr. Rudd had reiterated that Australia had a zero tolerance approach to violence and was committed to taking all possible measures to protect the safety and welfare of all international students including Indian students. Hon. John Brumby, Premier of the State of Victoria visited India from 22 Sept. 2009 to 1st Oct. 2009. During the visit he called on the Minister for Overseas Indian Affairs, Minister for Human Resource Development. An advisory for students going for studies to Australia has been put on the website of Ministries of Overseas Indian Affairs and External Affairs, besides those of Indian Mission/Posts in Australia. An officer has been designated as the â<U+0080><U+0098>Studentsâ<U+0080><U+0099> Welfare Officerâ<U+0080><U+0099> in the High Commission of India, Canberra as well as our Consulates General in Sydney and Melbourne. As soon as a case of attack comes to the notice, the matter is taken up immediately with local government authorities.",
150579.0,25.02.2010,OVERSEAS INDIAN AFFAIRS,UNSTARRED,372.0,DR. YOGENDRA P. TRIVEDI,REGISTRATION OF NRI MARRIAGES . .,"(a) whether Government feels that NRI marriages must be registered; (b) if so, the reasons therefor and since when the registration is compulsory; and (c) the reasons therefor?","MINISTER OF EXTERNAL AFFAIRS (SHRI S. M. KRISHNA) (a): Yes, Sir. (b) & (c ): (i) The issue of Compulsory registration of marriages was examined by the High Level Committee on Indian Diaspora (HLCID) and subsequently by National Commission for Women (NCW). Both HLCID and NCW had, inter-alia, recommended compulsory registration of marriages involving overseas Indian spouses. (ii) It is felt that the registration will help to prevent the practice where men desert women after performing the marriage, prevent polygamy and child marriage and provide the women married to NRI/foreigners proof to claim her right to shelter and maintenance etc. in case of desertion or divorce. (iii) Honâ<U+0080><U+0099>ble Supreme Court vide Judgement dated 14th February, 2006 in the case of Smt. Seema Vs. Shri Ashwani Kumar has held that marriages of all persons who are citizens of India belonging to various religions should be made compulsorily registrable in their respective states, where the marriage is solemnized. The Honâ<U+0080><U+0099>ble court has also directed all the States to notify rules for registration of marriages.",
150598.0,25.02.2010,CULTURE,UNSTARRED,312.0,Prof. Saif-ud-Din Soz,SUFI SAINTS OF KASHMIR .,"(a) whether his Ministry is aware that saints and sufis in Kashmir had preached the message of peace and harmony, over centuries; (b) whether it is also known that many of the graveyards and samadhi of these saints are now in a dilapidated condition; and (c) whether Government would take measures to repair / reconstruct these places?","MINISTER OF STATE FOR PLANNING AND PARLIAMENTARY AFFAIRS (SHRI V. NARAYANASAMY) (a) Yes, Sir. (b) & (c) The monuments namely Tomb of Zain-Ul-Abidinâ<U+0080><U+0099>s mother, Khanqha of Shah Hamdan, structural complex of Parimahal, Mosque of Akhoon Mulla Shah, concering the history of saints & sufis in Kashmir are under the central protection and are in good state of preservation. The conservation work at these monuments is attended regularly depending upon the availability of resources and need of repairs at site.",
150832.0,23.02.2010,FINANCE,UNSTARRED,42.0,SHRI KAMAL AKHTAR,ESTABLISHMENT OF CENTRAL REGISTRY .,"(a) whether Government is aware that there is no such mechanism to check charges/ encumbrance created by Individual, Hindu Undivided Family (HUF), Association of Persons or other entities; (b) if so, whether Government proposes to establish a Central Registry under SARFAESI Act to maintain data relating to charges created on any asset by any person; (c) whether some builders like Unitech, Supertech, DLF, BPTP, etc., have sold same flats to more than one person and also got these financed from PSU banks in connivance of bank officials; and (d) if so, the steps taken to check these malpractices and to investigate bank finance to projects of these companies?","THE MINISTER OF STATE IN THE MINISTRY OF FINANCE (SHRI NAMO NARAIN MEENA) (a) & (b) There is a provision under the Companies Act 1956 for registration of charges/ encumbrances on the assets (Movable/ Immovable properties) of a company with the Registrar of Companies. However, there is no such similar provision for registration of charges on movable properties belonging to non-corporate such as Individuals, Partnership Firms, Hindu Undivided Families (HUFs) etc., under any law. Government has since decided for setting up of Central Registry which will initially extend to mortgage by deposit of title deeds created by any person, i.e. corporate and non-corporate. After the establishment of Central Registry, the issue relating to encumbrances / charges on movable properties belonging to Individuals, Partnerships, HUFs etc. will be sorted out by the Government. (c) & (d) There are some instances of frauds being reported wherein loans have been obtained from multiple Banks on the security of the same flat/ apartment. The Honâ<U+0080><U+0099>ble High Court of Judicature at Bombay observed that the Bank granting finance to housing/ development projects should insist on disclosure of the charge/ or any other liability on the plot. Following the observation of Honâ<U+0080><U+0099>ble High Court, RBI have advised the Banks to stipulate as a part of the terms and conditions that the builder/ developer would disclose the names to the Banks to which the property is mortgaged and publish the same in the advertisement of the scheme/ project and would provide NOC/ permission of the mortgage Bank before sale of the property, if required. Banks are also advised to ensure compliance of the aforesaid terms and conditions and funds should not be released unless the builder/ developer/ company fulfills the above requirements.",
150901.0,04.03.2010,WATER RESOURCES,UNSTARRED,879.0,SHRI MOINUL HASSAN,PROTECTION WORK ON BANKS OF RIVERS GANGA AND PADMA .,"(a) whether the protection work of bank erosion on rivers Ganga and Padma from Farakka to Jalangi is in progress; (b) if so, the latest position of the progress; and (c) if not, the reasons therefor?","THE MINISTER OF STATE IN THE MINISTRY OF WATER RESOURCES (SHRI VINCENT H. PALA) (a) Yes, Sir. (b) Bank protection works in a reach of 1000m at Sagardighi on the right bank of river Bhagirathi and in a length of 150m around mosque of village Deepchandpur on the right bank of river Ganga, downstream of the Farakka Barrage project are planned by Farakka Barrage Project Authority during the current working season of 2010. (c) In view of reply (b), question dose not arise.",
150927.0,04.03.2010,EXTERNAL AFFAIRS,UNSTARRED,779.0,SHRI SHREEGOPAL VYAS,PILGRIMS VISITING KATAS RAJ .,"(a) whether it is a fact that Indian pilgrims could not visit Pakistan based `Katas Raj` shrine on the eve of Shivratri; (b) whether affidavits were demanded from them at the last moment; and (c) if so, the details thereof?","THE MINISTER OF EXTERNAL AFFAIRS (SHRI S.M. KRISHNA) (a) to (c) In view of the prevailing security situation in Pakistan and the existing travel advisory issued by Government in the context of travel to that country, organisations arranging pilgrimages to Pakistan in the recent past under the â<U+0080><U+009C>Bilateral Protocol on Visits to Religious Shrines-1974â<U+0080> have been advised to submit undertakings by individuals willing to go on these pilgrimages that they were fully briefed about the situation in Pakistan and were visiting Pakistan at their own risk. Accordingly, the organisations which had approached this Ministry in December 2009 for facilitating Katasraj Yatra 2010 were also advised similarly. In response, all but one organisation which had initially approached this Ministry, conveyed that they were not in favour of visiting Pakistan in the prevailing situation. There was no response from the concerned organisation, despite a reminder sent on January 14, 2010.",
150978.0,04.03.2010,URBAN DEVELOPMENT,UNSTARRED,861.0,SHRI VIJAYKUMAR RUPANI,RM IN GUJARAT,"(a) the capital of the States not included in Jawaharlal Nehru National Urban Renewal Mission(JNNURM); (b) whether Government is considering to include capital of Gujarat i.e. Gandhinagar in JNNURM; (c) the cities of religious, historic and tourist importance included; (d) whether Government is considering to include karamsad JNNURM being related to Sardar Patel; (e) number of representations received by Government from Gujarat to include Gandhinagar and karamsad in JNNURM; (f) the decision of Government thereon; (g) allocation to Porbandar after its inclusion during February, 2009; (h) whether it is adequate; and (i) whether Government is considering enhancing the allocation for Gujarat?","THE MINISTER OF STATE IN THE MINISTRY OF URBAN DEVELOPMENT (SHRI SAUGATA ROY) (a): Except Gandhi Nagar, the capital of all the States have been included in the Jawaharlal Nehru National Urban Renewal Mission(JNNURM). (b): The proposal for inclusion of the Capital city of Gandhinagar was considered by the National Steering Group under JNNURM in its meeting held on 05-01-2009 but the city was not recommended for inclusion as Mission city. (c): There are three categories of cities included as Mission cities based on population as per census 2001. Category A includes cities with population of 4 million and above; Category B includes cities with population between 1 million to 4 million; Category C includes cities with population of less than 1 million but being State Capitals or having religious/historic/ touristic importance. Excluding the States Capitals from this list, the cities which are included on the basis of religious/historic/ touristic importance are Jammu, Bodhgaya, Ujjain, Puri, Ajmer-Pushkar, Nainital, Mysore, Mathura, Haridwar, Nanded, Tirupati and Porbandar. (d): The proposal for inclusion of the city of Karamsad was considered by the National Steering Group under JNNURM in its meeting held on 05-01-2009 but the city was not recommended for inclusion as Mission city. (e) & (f): A number of requests have been received from various sources including Chief Minister, Govt. of Gujarat, Members of Parliament (MPs) and Members of Legislative Assembly (MLAs) to include Gandhinagar and Karamsad under the JNNURM. As per the Guidelines, the number of cities covered under UIG Component of JNNURM is to remain around 60. Presently, 65 cities are covered under the UIG component of the Mission. All other cities and towns are covered under Urban Infrastructure Development Scheme for Small and Medium Towns (UIDSSMT) of JNNURM. (g): Rs. 100 crore has been allocated for the city of Porbandar. (h): No project proposal has been received from the city of Porbandar for funding under JNNURM. (i): No, Sir.",
151079.0,05.03.2010,HUMAN RESOURCE DEVELOPMENT,UNSTARRED,964.0,SHRI SYED AZEEZ PASHA,DEEMED UNIVERSITY STATUS GRANTED TO INSTITUTIONS .,"(a) whether the University Grants Commission (UGC) has given Deemed University status to some institutions in the period from 1 June, 2006 to 1 March, 2009; (b) if so, the names of such institutions and their locations; (c) the names of the members of the University Grants Commission during the above specific period; and (d) how many visits were made by U.G.C. officials to such institutions during the said period?","MINISTER OF STATE IN THE MINISTRY OF HUMAN RESOURCE DEVELOPMENT (SMT. D. PURANDESWARI) (a) & (b): Institutions of Higher Education are declared as â<U+0080><U+0098>Deemed to be Universitiesâ<U+0080><U+0099> by the Central Government, under Section 3 of the University Grants Commission (UGC) Act, 1956, on the advice of the UGC. Details of the Institutions declared as â<U+0080><U+0098>Deemed to be Universitiesâ<U+0080><U+0099> during the period from 1st June 2006 to 1st March 2009 are as under: Sr.No. Name of Institutions â<U+0080><U+0098>Deemed-to-be- Notified Universitiesâ<U+0080><U+0099> on (1) Gandhi Institute of Technology and Management 13.08.20 (GITAM), Visakhapatnam, Andhra Pradesh 07 (2) ICFAI Foundation for Higher Education, 16.12.20 Hyderabad, Andhra Pradesh 08 (3) Vignanâ<U+0080><U+0099>s Foundation for Science, Technology and 19.12.20 Research, Vadlamudi, Guntur District, Andhra 08 Pradesh (4) Koneru Lakshmaiah Education Foundation, 20.02.20 Vijayawada, Andhra Pradesh 09 (5) Nava Nalanda Mahavihara, Nalanda, Bihar 13.11.20 06 (6) Sumandeep Vidyapeeth, Village Piparia, Taluka 17.01.20 Waghodia, District Vadodara, Gujarat 07 (7) Maharishi Markandeshwar University, Mullana- 12.06.20 Ambala, Haryana 07 (8) Manav Rachna International University, 21.10.20 Faridabad. Haryana 08 (9) Lingayaâ<U+0080><U+0099>s University, Nachauli, Faridabad, 05.01.20 Haryana 09 (10) Sri Devaraj Urs Academy of Higher Education and 25.05.20 Research, Tamaka, Kolar, Karnataka 07 (11) Yenepoya University, Mangalore, Karnataka 27.02.20 08 (12) BLDE University, Bijapur, Karnataka 29.02.20 08 (13) Jagadguru Sri Shivarathreeswara University 28.05.20 (JSSU), Mysore, Karnataka 08 (14) Sri Siddhartha Academy of Higher Education, 30.05.20 Siddharthanagar, Tumkur District, Karnataka 08 (15) Nitte University, Mangalore, Karnataka 04.06.20 08 (16) Christ College, Hosur Road, Bangalore, 22.07.20 Karnataka 08 (17) Jain University, V.V. Puram, Bangalore, 19.12.20 Karnataka 08 (18) Indian Institute of Space Science and 03.07.20 Technology (IISST), Thiruvananthapuram, Kerala 08 (19) MGM Institute of Health Sciences, Navi Mumbai, 30.08.20 Maharashtra 06 (20) Institute of Chemical Technology, Matunga, 12.09.20 Mumbai, Maharashtra 08 (21) Shiksha â<U+0080><U+009C>Oâ<U+0080> Anusandhan, Khandagiri, 17.07.20 Bhubaneshwar, Orissa 07 (22) Sri Balaji Vidyapeeth, Pillaiyarkuppam, 04.08.20 Puducherry 08 (23) Sant Longowal Institute of Engineering and 10.04.20 Technology, Longowal, Punjab 07 (24) IIS University, Mansarovar, Jaipur, Rajasthan 02.02.20 09 (25) Kalasalingam Academy of Research and Education, 20.10.20 Anand Nagar, Krishnankoil, Virudhunagar, Tamil 06 Nadu (26) Chennai Mathematical Institute, Chennai, Tamil 15.12.20 Nadu 06 (27) Periyar Maniammai Institute of Science & 17.08.20 Technology (PMIST), Periyar Nagar, Thanjavur, 07 Tamil Nadu (28) Academy of Maritime Education and Training, 21.08.20 Kanathur, Chennai, Tamil Nadu 07 (29) Ponnaiyah Ramajayam Institute of Science & 04.01.20 Technology (PRIST), Thanjavur, Tamil Nadu 08 (30) Hindustan Institute of Technology and Science, 05.05.20 Padur, Kelambakkam, Kancheepuram District, 08 Tamil Nadu (31) St. Peterâ<U+0080><U+0099>s Institute of Higher Education and 26.05.20 Research, Avadi, Chennai, Tamil Nadu 08 (32) Velâ<U+0080><U+0099>s Institute of Science, Technology and 04.06.20 Advanced Studies (VISTAS), Pallavaram, Chennai, 08 Tamil Nadu (33) Chettinad Academy of Research and Education 04.08.20 (CARE), Padur, Kelambakkam, Kancheepuram 08 District, Tamil Nadu (34) Karpagam Academy of Higher Education, 25.08.20 Coimbatore, Tamil Nadu 08 (35) Vel Tech Rangarajan Dr. Sagunthala R&D 15.10.20 Institute of Science and Technology, Chennai, 08 Tamil Nadu (36) Rajiv Gandhi National Institute of Youth 23.10.20 Development, Sriperumbudur, Tamil Nadu 08 (37) Noorul Islam Centre for Higher Education, 08.12.20 Kumaracoil, Thuckalay, Kanyakumari District, 08 Tamil Nadu (38) B.S. Abdur Rahman Institute of Science & 16.12.20 Technology, Seethakathi Estate, Vandalur Post, 08 Kancheepuram District, Tamil Nadu (39) Swami Rama Vidyapeeth (renamed as HIHT 06.06.20 University), Swami Rama Nagar, P.O. Doiwala, 07 Dehradun, Uttarakhand (40) Graphic Era Univesity, Dehradun, Uttarakhand 14.08.20 08 (41) Shobhit Institute of Engineering and 08.11.20 Technology, Meerut, Uttar Pradesh 06 (42) Santosh University, Ghaziabad, Uttar Pradesh 13.06.20 07 (43) Nehru Gram Bharati Vishwavidyalaya, Kotwa- 27.06.20 Jamunipur, Dubwali, District Allahabad, Uttar 08 Pradesh (44) National Institute of Educational Planning and 11.08.20 Administration (NIEPA), New Delhi 06 (c): As per the information provided by the UGC, the following persons were the members of the Commission during the period from 1st June 2006 to 1st March 2009: Sr. Name of the member Period of membership No. (i) Dr. Adarsh Kishore (ex- May, 2005 to 31.10.2006 officio) (ii) Dr. Sanjeev Mishra (ex- 01.11.2006 to 25.05.2008 officio) (iii Mrs. Reeta Menon (ex-officio) 26.05.2008 to 23.03.2009 ) (iv) Mrs. Vilasini Ramachandran 24.03.2009 onwards (ex-officio) (v) Prof. Sureshwar Sharma, 16.06.2003 to 15.06.2006 Jabalpur (vi) Prof. B.H. Briz Kishore, 16.06.2003 to 15.06.2006 Hyderabad (vii Dr. P.N. Tandon, Delhi 12.06.2003 to 11.06.2006 ) (vii Prof. Suranjan Das, Kolkata 11.02.2005 to 10.02.2008i) (ix) Dr. Shivajirao Shripatrao 01.06.2005 onwards Kadam, Pune (x) Prof. K. Ramamurthy Naidu, 20.10.2005 onwards Hyderabad (xi) Dr. (Mrs.) Shashi Rai, Bhopal 08.02.2006 to 07.02.2009 (xii Prof. (Dr.) D. Singh Chauhan, 23.06.2006 to 22.06.2009 ) Uttarakhand (xii Prof. Jalees Ahmed Khan 23.06.2006 to 22.06.2009i) Tareen, Mysore (xiv Prof. S. Xavier Alphonse, 08.02.2008 onwards ) S.J., Chennai (xv) Dr. Vidya Yeravdekar, Pune 23.06.2006 onwards (xvi Prof. Achyutananda Samanta, 11.02.2008 onwards ) Bhubaneswar (c) & (d): According to the UGC, no official of the Commission visits applicant-institution separately for the purpose of conducting inspection. Inspection of applicant-institution for the purpose of grant of status of â<U+0080><U+0098>Deemed to be Universityâ<U+0080><U+0099> is done by an Expert Committee constituted by the Chairman UGC wherein an official of the UGC is nominated as coordinator to coordinate the visit of Expert Committee to have on the spot inspection and assessment of the academic and physical infrastructure of that institution.",
151083.0,05.03.2010,HUMAN RESOURCE DEVELOPMENT,UNSTARRED,970.0,SHRI KAMAL AKHTAR,IRREGULARITIES IN CENTRAL UNIVERSITIES .,"(a) the details of complaints/representations against corruption/irregularities in Central Universities received during last three years, University-wise; (b) whether a representation signed by at least 22 members of Parliament was submitted to Honâ<U+0080><U+0099>ble President and by public and others, alleging irregularities in functioning of Jamia Millia Islamia University in general and its Vice Chancellor in particular; (c) if so, details thereof and the details of action taken/proposed to be taken thereon; and (d) if no action has been taken/proposed to be taken, the reasons for protection of corruption and irregularities in Jamia Millia Islamia Islamia and other universities of the country?","MINISTER OF STATE IN THE MINISTRY OF HUMAN RESOURCE DEVELOPMENT (SMT. D. PURANDESWARI) (a to d): The Central Universities being autonomous bodies established and incorporated under the Acts of Parliament, the Central Government has no control over their day-to-day functioning. However, the President of India, in the capacity as the Visitor of these Universities, has the right to cause an inquiry to be made in respect of any matter connected with the administration or finances of a University. The University Grants Commission (UGC), which is mandated to maintain standards of higher education in the country and to allocate and disburse grants to the Central Universities, may also look into the allegations/complaints against the Central Universities. During the last three years, the Visitor/UGC has constituted Fact Finding Committees to look into the allegations/complaints relating, inter- alia, to financial mismanagement, misappropriation of funds, irregularities in appointments, violation of Statutes and Ordinances, personal charges against Statutory Officers, etc. against the Vice Chancellors and other officials of Nagaland University, Aligarh Muslim University and Visva-Bharati. Besides, the Central Vigilance Commission has instituted a fact finding inquiry into certain complaints against the Indira Gandhi National Open University. The various allegations contained in the representation made to the President, in her capacity as the Visitor of Jamia Millia Islamia (JMI), by 18 Members of Parliament, were the subject matter of other complaints received in the Ministry â<U+0080><U+0093> these included the alleged irregularities in the matter of appointment to the various posts, particularly those in AJ Kidwai Mass Communication Research Centre (AJKMCRC), statutory violations, award of honorary degrees without obtaining the prior approval of the Visitor, during the tenure of the former Vice Chancellor. All these complaints, together with the then Vice Chancellorâ<U+0080><U+0099>s comments and this Ministryâ<U+0080><U+0099>s observations thereon, were placed before the Visitor. It was felt that the allegations were yet to be proved. Meanwhile, following disagreement between the Selection Committee and the Executive Council in the matter of appointment to the post of Lecturer (Still Photography) in AJKMCRC, this Ministry is in the process of submitting the case to the Visitor for the final orders. As regards the other appointments made in AJKMCRC, further action would be taken only after the report of the Inquiry Committee constituted by the University, duly considered by its Executive Council, becomes available.",
151283.0,08.03.2010,TRIBAL AFFAIRS,UNSTARRED,1191.0,SHRI SHREEGOPAL VYAS,CONSTITUTIONAL BENEFITS OF TRIBALS .,"(a) whether benefit of most of the facilities enshrined in the constitution for tribals are being cornered by the converts and if so, the details thereof; (b) whether, in this context, a delegation has submitted a memorandum signed by lakhs of people to higher level; and (c) the details of the steps being taken by his Ministry to educate and make tribal people aware of their rights?","MINISTER OF STATE IN THE MINISTRY OF TRIBAL AFFAIRS (Dr. TUSHAR A. CHAUDHARY) (a) The Scheduled Tribes are notified by Presidential Orders issued under Article 342 (1) of the Constitution. Religion is not considered as a criterion for specification of Scheduled Tribes. All Scheduled Tribes, including the converts, are eligible for getting uniform benefits under the various programmes being implemented by the Government. (b) Yes, Madam. Representations have been received from various units of the Janajati Suraksha Manch located in Jharkhand, Madhya Pradesh, Manipur and Tripura, demanding to remove the status as a Scheduled Tribe to the persons who have denounced their native religion and have embraced other religions of non-Indian origin. (c) The various schemes of the Ministry of Tribal Affairs and concerned Administrative Ministries for the welfare of tribals, emanate from the Constitutional mandate. Awareness about various schemes under implementation and Acts under enforcement is spread through Annual Reports, Citizenâ<U+0080><U+0099>s Charter, website of the Ministry, publication of Pamphlets giving scheme-wise details, meetings and conferences held from time to time, periodic release of advertisements and information provided to peopleâ<U+0080><U+0099>s representatives in the Parliament. In addition, the Ministry also encourages various organisations to hold Seminars/Workshops for spreading awareness on rights and safeguards of tribals.",
